id,quid,question,answer,answer_type,choices,answer_word,facts
159,,I am a candy that looks like a shepherd's staff.  What am I?,C,MULTIPLE_CHOICE,"A) silver
B) leg
C) candy cane
D) Helpful
E) step",,
160,,Find me on body builders or in the drink aisle.  What am I?,C,MULTIPLE_CHOICE,"A) spot
B) cocktails
C) six pack
D) poison
E) leadership",,
161,,"I can alter the actions of a king, and leave puzzled the greatest of philosophers.   What am I?",A,MULTIPLE_CHOICE,"A) woman
B) chessman
C) travel
D) canine
E) bishop",,
162,,"The last man on Earth received a phone call, who was the caller?",C,MULTIPLE_CHOICE,"A) black
B) straw man
C) woman
D) signore
E) best man",,
163,,"What kind of man usually wears makeup, has long hair, and wears high heels?",A,MULTIPLE_CHOICE,"A) woman
B) story
C) priest
D) old boy
E) black man",,
164,,"They belong to me, they belong to you, they can make you feel happy or make you feel blue, they never end until the day you do?",E,MULTIPLE_CHOICE,"A) flame
B) memory
C) woman
D) pole
E) thoughts",,
165,,"Kings and Queens may cling to power, and the Jesters got his call.  But as you may discover the common one out ranks them all.   What is It?",E,MULTIPLE_CHOICE,"A) card
B) drake
C) distinction
D) cube
E) ace",,
166,,"A strange attraction compels me to hold your things most dear, yet I know it not, and feel no warmth in my holding.  My brothers and I stick close together until one faces me, and then is pushed away. ",B,MULTIPLE_CHOICE,"A) clock
B) magnet
C) product
D) spar
E) item",,
167,,"i come in many shapes and sized, many colors and i stick to many surfaces, but i am in fact not sticky at all.  What am i?",C,MULTIPLE_CHOICE,"A) witness
B) cars
C) magnet
D) set
E) opinion",,
168,,What is weightless but takes two people to hold it?,A,MULTIPLE_CHOICE,"A) friendship
B) need
C) filming
D) touching
E) monk",,
169,,"I am a ship that can be made to ride the greatest waves.  I am not built by tool, but built by hearts and minds.  What am I?",A,MULTIPLE_CHOICE,"A) friendship
B) human activity
C) blackjack
D) catheter
E) like",,
170,,which is the best ship of the world?,C,MULTIPLE_CHOICE,"A) creativity
B) cruise
C) friendship
D) taste
E) risk",,
171,,"I am something you want, but you cannot buy me.  If Iâ€™m strong enough, then I will last forever.  What am I?",D,MULTIPLE_CHOICE,"A) blow
B) personification
C) bombproof
D) friendship
E) quantity",,
172,,"what is somthing 2 people can share,but one can not have?",C,MULTIPLE_CHOICE,"A) two people
B) blood brother
C) friendship
D) member
E) record",,
173,,"what walkes on four legs in the past,two in the present and 3 in the futcha",D,MULTIPLE_CHOICE,"A) beanbag
B) furniture
C) ability
D) human
E) state",,
174,,I have two legs and can go in water and land what am I?,D,MULTIPLE_CHOICE,"A) hot water
B) fowl
C) horse
D) human
E) use",,
175,,i have one voice.  when im young i walk n 4 when im older i walk on 2 when im young i walk on 3.  im slowest on 3 what am I?,C,MULTIPLE_CHOICE,"A) best
B) orphan
C) human
D) senior
E) can walk",,
176,,im a scientis  im going to invent a creature so evil cruel and unusual   what did i create?,D,MULTIPLE_CHOICE,"A) general
B) perversity
C) give
D) human
E) best",,
177,,"I walk on Four legges in the morning, two legs in the afternoon, and three legs in the evening.   what am i?",A,MULTIPLE_CHOICE,"A) human
B) cot
C) vertebra
D) use
E) good day",,
178,,My first half means container.  Not a lot of people understand my language.  What am I?,D,MULTIPLE_CHOICE,"A) archaist
B) sabbatical year
C) bin liner
D) binary
E) code",,
179,,I make a living following the wealthy and beautiful.  What am I?,B,MULTIPLE_CHOICE,"A) lily
B) paparazzi
C) dormitory
D) Seeking revenge
E) moneybags",,
180,,This falls from the mouths of babies and homer simpson when he sees doughnuts,A,MULTIPLE_CHOICE,"A) drool
B) soft palate
C) lip
D) filling
E) taste buds",,
181,,I am the hardest thing to create and maintane but I am very easily broken what am I?,A,MULTIPLE_CHOICE,"A) love
B) creature
C) complex
D) necessity
E) bone",,
182,,"What I want is what I hate  Why you give is why i wait  Those who quit are naught but fools  Those who try are bound to lose  To own me you must set me free  And tell the truth yet lie to me  The secret is as clear as day  yet dark as night, so now let's play. . . . ",B,MULTIPLE_CHOICE,"A) doll
B) love
C) wage war
D) buy
E) misoneism",,
183,,seven hearts the journey will make and seven ways the heart will break flesh and bones and pooring rain come to me and il suck your brain. whatam i,C,MULTIPLE_CHOICE,"A) intuition
B) sensation
C) love
D) spite
E) coronary artery",,
184,,I can make you happy  I can make you sad  I can last and last  Or I can fade away with time  I can set you free  Or lock you up  I can be mistaken  And taken also I can bring people together or split them apart. ,B,MULTIPLE_CHOICE,"A) fang
B) love
C) mutate
D) take shape
E) dinners",,
185,,"Men can carry me to their grave, though i never truely die.  I live in happiness, through people who know me.  Some never find me, others get children from me, yet most men look for me, instead they find someone else.  What Am I?",B,MULTIPLE_CHOICE,"A) human race
B) love
C) woman
D) meet people
E) unit",,
186,,WHAT BIRD CAN LIFT THE HEAVIES WEIGHTS?,A,MULTIPLE_CHOICE,"A) crane
B) birds
C) bird of paradise
D) flock
E) bird of jove",,
187,,"I have a long neck,   I'm  named after a bird,   I Feed on cargo of ships  I'm  not alive    What am I ?",E,MULTIPLE_CHOICE,"A) aquatic bird
B) rare bird
C) bird watcher
D) birdbath
E) crane",,
188,,I am the ruler of shovels  I have a double  I am as thin as a knife  I have a wife  What am I?,C,MULTIPLE_CHOICE,"A) woman
B) card
C) king of spades
D) winning
E) empire",,
189,,"I only have one entrance, but you can come out with three exits.  What am I?",A,MULTIPLE_CHOICE,"A) blouse
B) coming
C) manet
D) faithful
E) demand",,
190,,When there is a fly near our food it is normally a pest.  But when we see this fly near food it is often a welcome guest.  What am I?,E,MULTIPLE_CHOICE,"A) tick
B) entomology
C) birds
D) geese
E) butterfly",,
191,,"I get hurt when im in your hands, but am known to cause hurricanes. ",B,MULTIPLE_CHOICE,"A) delicate
B) butterfly
C) leaf
D) wears
E) quality",,
192,,If you take some butter and throw it towards the sky what will you say?,D,MULTIPLE_CHOICE,"A) melt in mouth
B) becomes bread
C) geese
D) butterfly
E) airplanes",,
193,,"A very pretty thing am I, fluttering in the pale-blue sky.   Delicate, fragile on the wing, indeed I am a pretty thing.   What am I?",D,MULTIPLE_CHOICE,"A) ala
B) flying
C) abstraction
D) butterfly
E) birds",,
194,,"Although my name suggests, I am not a dairy product.   I am always drunk but neither wine, beer or spirits have I drunk;  My life begins without wings, but later I turn to flight.   What am I?",B,MULTIPLE_CHOICE,"A) airplanes
B) butterfly
C) projectile
D) note
E) hangover",,
195,,"My voice rises above the din,  Sometimes catching all unaware.   I never ask questions,  yet get many answers. ",B,MULTIPLE_CHOICE,"A) music
B) doorbell
C) dress
D) sprechgesang
E) tenor",,
196,,What never asks questions but is always answered.  What am I?,A,MULTIPLE_CHOICE,"A) doorbell
B) asker
C) clue
D) be
E) allocution",,
197,,"I'm named after nothing, though I'm awfully clamorous.  And when I'm not working, your house is less glamorous.  What am I?",D,MULTIPLE_CHOICE,"A) tool
B) stairs
C) printer
D) vacuum cleaner
E) room",,
198,,I have a big mouth and I am also quite loud! I am NOT a gossip but I do get involved with everyone's dirty business.  Can you name me?,E,MULTIPLE_CHOICE,"A) spill water
B) spill gasoline
C) geese
D) stars
E) vacuum cleaner",,
199,,what has legs but cannot walk ?,B,MULTIPLE_CHOICE,"A) fibula
B) chair
C) tibial vein
D) peroneal vein
E) use",,
200,,"I stand all day ,     On my four equal legs.      I cant sit ,     But i help others to rest.       Every house i am there,     But no one thinks me to be a scare.       Even if a big bumble bee sting,     It wont worry me as i'm not a livng thing.       All people use me ,      Yes the do.      I can be any color,     Even blue. ",D,MULTIPLE_CHOICE,"A) police
B) movie stars
C) insects
D) chair
E) emotions",,
201,,I have four legs and somtimes two arms.  All of my people have the same basic shape but we come in many sizes and colors.  What am I?,C,MULTIPLE_CHOICE,"A) ham hock
B) forth
C) chair
D) shopping center
E) writing arm",,
202,,I HAVE FOUR LEGS BUT CANNOT RUN AND I HAVE TWO ARMS BUT I CANNOT GRAB.  WHAT AM I?,A,MULTIPLE_CHOICE,"A) chair
B) arming
C) wax
D) stamina
E) taxidermy",,
203,,I have legs but walk not   A strong back but work not   Two good arms but reach not   A seat but sit and tarry not  What am I?,C,MULTIPLE_CHOICE,"A) toilet bowl
B) company
C) chair
D) price floor
E) being",,
204,,"When I point up it's bright, but when I point down it's dark.   What am I?",D,MULTIPLE_CHOICE,"A) south pole
B) place
C) memory
D) light switch
E) lead",,
205,,"I am seen in the water   If seen in the sky,   I am in the rainbow,   A jay's feather,   And lapis lazuli. ",A,MULTIPLE_CHOICE,"A) blue
B) water shrew
C) water table
D) water polo
E) water ski",,
206,,what color is the sky?,B,MULTIPLE_CHOICE,"A) blimp
B) blue
C) part
D) planets
E) photo",,
207,,"He has one and a person has two,  a citizen has three and a human being has four,  a personality has five and an inhabitant of earth has six.  What am I?",C,MULTIPLE_CHOICE,"A) insects
B) character
C) syllables
D) u
E) owner",,
208,,What is here but never goes. ,D,MULTIPLE_CHOICE,"A) steamroller
B) place
C) act
D) today
E) egression",,
209,,"If Tomorrow is Yesterday, and Yesterday is Tomorrow, What is Today?",C,MULTIPLE_CHOICE,"A) era
B) yesteryear
C) today
D) yesterdays
E) tomorrows",,
210,,What has taken before you can get it?,E,MULTIPLE_CHOICE,"A) a car
B) vaccination
C) break
D) rush
E) your picture",,
211,,"Five men were eating apples, a finished before B, but behind C.  D finished before E, but behind B.  What was the finishing order?",A,MULTIPLE_CHOICE,"A) cabde
B) selection
C) taking
D) mandator
E) crewman",,
212,,"What is neither inside the house, outside the house, but no house is complete without it?",A,MULTIPLE_CHOICE,"A) windows
B) audience
C) dolls
D) gatehouse
E) houseboat",,
213,,What relation to you would be your father's sister's sister in law be to you?,C,MULTIPLE_CHOICE,"A) pater
B) rule
C) your mother
D) fathers
E) dad",,
214,,"I give birth every day, I am loved by all, I get abused every day and im what people think about for 1 night.  Who am I?",E,MULTIPLE_CHOICE,"A) title
B) fatherland
C) thinking
D) motherhood
E) your mother",,
215,,What is the tree that we all carry in our hand?,A,MULTIPLE_CHOICE,"A) palm
B) bo tree
C) limb
D) picnic
E) presents",,
216,,It has a miss in it  an is and you sip it what is it?,C,MULTIPLE_CHOICE,"A) missing person's hand
B) kept woman
C) mississippi
D) near miss
E) unmarried woman",,
217,,What has four eyes but cannot see. ,B,MULTIPLE_CHOICE,"A) bowline
B) mississippi
C) pairs
D) eyewash
E) member",,
218,,What has 4 eyes and is REALLY long?,A,MULTIPLE_CHOICE,"A) mississippi
B) bolo
C) slant
D) see
E) optic",,
219,,what has four eyes and no legs and tail?,D,MULTIPLE_CHOICE,"A) needs
B) come
C) journey
D) mississippi
E) version",,
220,,em eye crooked crooked eye crooked crooked eye pea pea eye,C,MULTIPLE_CHOICE,"A) bracket
B) brow
C) mississippi
D) cornea
E) external organ",,
221,,"I am taken from a mine, and shut up in a wooden case, from which I am never released, and yet I am used by almost everybody.  What am I?",D,MULTIPLE_CHOICE,"A) client
B) act
C) files
D) pencil lead
E) sack",,
222,,"I have a little house in which I live all alone.  It has no doors or windows, and if I want to go out I must break through the wall.  What am I?",D,MULTIPLE_CHOICE,"A) bone
B) pictures
C) structure
D) chick in an egg
E) feature",,
223,,"I'm white, and used for cutting and grinding.    When I'm damaged, humans usually remove me or fill me.  For most animals I am a useful tool.  What am I?",E,MULTIPLE_CHOICE,"A) dogs
B) exodontist
C) graze
D) taste
E) tooth",,
224,,I have a thousand needles but I do not sew.   What am I?,A,MULTIPLE_CHOICE,"A) porcupine
B) hay
C) has
D) sewing room
E) sempstress",,
225,,What kind of goose fights with snakes. ,E,MULTIPLE_CHOICE,"A) gooses
B) coral snake
C) ability
D) manner
E) mongoose",,
226,,"What has the size of a cat, feet like a cat, and a head of a cat that is not a cat. ",A,MULTIPLE_CHOICE,"A) kitten
B) machine
C) felidae
D) headboard
E) laurel",,
227,,"Tool of thief, toy of queen.  Always used to be unseen.  Sign of joy, sign of sorrow.  Giving all likeness borrowed.  What am I?",B,MULTIPLE_CHOICE,"A) applicator
B) mask
C) ken
D) room
E) directions",,
228,,"I'm found in socks, scarves and mittens.  I'm found in the paws of playful kittens.  What am I?",E,MULTIPLE_CHOICE,"A) hit
B) mittens
C) garter
D) austria
E) yarn",,
229,,"I'm so fast you can't see me, though everyone else can see straight through me.  I don't stop until the day you die.  What am I?",D,MULTIPLE_CHOICE,"A) turn
B) straightness
C) peep
D) blink of an eye
E) lips",,
230,,"Some will use me, while others will not, some have remembered, while others have forgot.  For profit or gain, I'm used expertly, I can't be picked off the ground or tossed into the sea.  Only gained from patience and time, can you unravel my rhyme? What am I?",B,MULTIPLE_CHOICE,"A) valence
B) im knowledge
C) racket
D) thinking
E) unexpectedly",,
231,,"I am a stain in your memories, many times you question me.  What am I?",B,MULTIPLE_CHOICE,"A) terminal
B) your past
C) timetable
D) stain on ground
E) recent",,
232,,"I can fill a room or just one heart.  Others can have me, but I can't be shared.  What am I?",C,MULTIPLE_CHOICE,"A) segment
B) yard
C) loneliness
D) cardiologist
E) given",,
233,,"Spelled forwards I'm what you do everyday, spelled backwards I'm something you hate.   What am I?",C,MULTIPLE_CHOICE,"A) northwards
B) violence
C) live
D) retreat
E) vernacular",,
234,,"A very pretty thing am I, fluttering in the pale-blue sky.   Delicate, fragile on the wing, indeed I am a pretty thing.     What am I?",E,MULTIPLE_CHOICE,"A) enemy
B) fluttering in the wind
C) geese
D) plane
E) butterfly delicate and unique",,
235,,"I fit in with other people, but I can not talk.  I create pictures, but I can not see.  What am I?",B,MULTIPLE_CHOICE,"A) rule
B) puzzle piece
C) royal
D) act
E) gather",,
236,,I am 1 thing.  Without me it will be incomplete.  Make sure I fit.  What am I?,B,MULTIPLE_CHOICE,"A) independent
B) puzzle piece
C) puppy
D) machine
E) ana",,
237,,"With pointed fangs it sits in wait,   With piercing force its doles out fate,   Over bloodless victims proclaiming its might,   Eternally joining in a single bite.    What am I?",A,MULTIPLE_CHOICE,"A) im a stapler
B) poison
C) sufferer
D) eternity
E) committee",,
238,,"They fill me up and you empty me, almost everyday; if you raise my arm, I work the opposite way.  What am I?",D,MULTIPLE_CHOICE,"A) passage
B) shaft
C) pedestrian
D) mailbox
E) leisure",,
239,,a hill full a hole full beat you can't catch a bowl full,E,MULTIPLE_CHOICE,"A) soup
B) sphere
C) landmass
D) basin
E) fog",,
240,,The more there is the less you see.  What is it?,C,MULTIPLE_CHOICE,"A) sparse
B) slimy
C) fog
D) goes
E) airplanes",,
241,,"What goes up but floats? You can go through it, but cannot hear it? What is it?",E,MULTIPLE_CHOICE,"A) iceberg
B) acoustic
C) grant
D) flop
E) fog",,
